0.0145976255	0.015186356	0.014806785
0.028470617	0.030589597	0.030268818
0.04293858	0.044853967	0.044089902
0.055618893	0.058504038	0.054729763
0.06743865	0.07243699	0.06712458
0.08027355	0.08271616	0.07546657
0.09341181	0.09268867	0.08486648
0.10451375	0.104445934	0.1006071
0.111959964	0.115962155	0.107831225
0.12163735	0.12332179	0.115847796
0.12932865	0.13131978	0.12832288
0.13965693	0.14140132	0.13410498
0.1519036	0.14367566	0.1438718
0.16078795	0.15560368	0.14887999
0.16866456	0.16650724	0.15455097
0.17729597	0.17175741	0.15826772
0.18210664	0.1771797	0.16467628
0.18427183	0.18063115	0.17306508
0.18724677	0.18399857	0.18245417
0.19192763	0.18810472	0.18447572
0.19397837	0.1917446	0.18964304
0.19976391	0.1922031	0.19145292
0.20455341	0.19186985	0.19393171
0.20516168	0.19919114	0.19235337
0.20793967	0.20148565	0.19671737
0.21189243	0.20531526	0.19585745
0.2153567	0.21087086	0.19687574
0.21887456	0.21243334	0.20411286
0.22165425	0.2161615	0.20710927
0.22646745	0.21974443	0.20521617
0.22987327	0.22173576	0.21071693
0.23171018	0.22314475	0.21106459
0.23436011	0.22541066	0.21608797
0.23414119	0.22501378	0.22116005
0.23497798	0.2298256	0.22063577
0.23843502	0.23064838	0.2248435
0.24194062	0.2283994	0.23314366
0.2415263	0.22689922	0.23338865
0.23794566	0.23315072	0.23195222
0.23821262	0.23463771	0.23208126
0.23762873	0.23455943	0.23052226
0.23612425	0.23500489	0.22919117
0.23658402	0.23572496	0.2336765
0.23710024	0.23337452	0.2352821
0.23529741	0.22998783	0.23853971
0.23624247	0.22966969	0.24182716
0.23758988	0.2296272	0.24282819
0.23730439	0.23326701	0.2397357
0.2406077	0.23316725	0.23921753
0.24010703	0.23307991	0.24452749
0.242004	0.2342668	0.24299341
0.24645738	0.23411976	0.24207939
0.24605706	0.2330046	0.24656394
0.24509446	0.23315732	0.24728493
0.24429557	0.23061818	0.24804729
0.2456807	0.2313682	0.24679543
0.24374875	0.23448437	0.245575
0.2432841	0.23104776	0.24651636
0.24050768	0.23200344	0.24539696
0.24038862	0.23154344	0.24403067
0.24236931	0.22507508	0.24261414
0.24248022	0.22661804	0.24235223
0.24248154	0.2243704	0.23889707
0.24138096	0.22473112	0.23920356
0.24522075	0.21940051	0.23799455
0.24187844	0.22361732	0.23937397
0.24078804	0.21882756	0.2368406
0.23978618	0.21820723	0.2362705
0.23919101	0.22230217	0.23618978
0.23985584	0.22002876	0.2362213
0.23988476	0.22329563	0.23467803
0.23936678	0.22231571	0.23642917
0.23611557	0.22318915	0.23558885
0.23351514	0.22539027	0.23399305
0.23332973	0.22383085	0.22847258
0.23423018	0.22065583	0.2290723
0.2322161	0.2222259	0.23003328
0.23327796	0.22446309	0.22775699
0.22721052	0.22598906	0.22956383
0.22389887	0.22368276	0.23030373
0.22578692	0.22010228	0.22954257
0.22370322	0.21852876	0.22977637
0.22504707	0.21608122	0.22865124
0.22723171	0.21592988	0.22589765
0.22277036	0.21823591	0.22503799
0.22353931	0.21450606	0.22537535
0.2198752	0.21229349	0.2273772
0.21810019	0.2117136	0.22906391
0.21759376	0.21171	0.22918741
0.21818556	0.21291529	0.22638266
0.21706977	0.20950745	0.22274028
0.21717817	0.20740022	0.22470531
0.21890898	0.20942141	0.22417851
0.21820682	0.20701477	0.22436371
0.2194873	0.20832779	0.22374664
0.21750809	0.2070336	0.22246452
0.21734007	0.2073459	0.21837932
0.21890694	0.20732196	0.21590754
0.22240561	0.20702742	0.21498953
0.2241505	0.20398602	0.21548821
0.22210008	0.20407084	0.21797766
0.22028695	0.20353812	0.2163842
0.22087952	0.2016425	0.21548328
0.21862967	0.20489761	0.21536456
0.22201602	0.20441593	0.21296412
0.22150353	0.2055948	0.20899564
0.219946	0.20812815	0.20833811
0.22137335	0.20466892	0.20477052
0.22222914	0.20371826	0.20281692
0.22342037	0.2051254	0.20105611
0.2242913	0.20346358	0.19735476
0.22336964	0.2010257	0.19534306
0.2228465	0.19960216	0.19569218
0.21940327	0.19883803	0.19542196
0.21521333	0.19996168	0.196671
0.21371739	0.20064186	0.19862458
0.2126926	0.200613	0.19828889
0.20790438	0.20128234	0.19577387
0.20297174	0.20216946	0.19538489
0.20370054	0.20308794	0.19424735
0.20440437	0.2005868	0.19233245
0.2061598	0.19894272	0.19109532
0.20509945	0.19850759	0.19197495
0.20412122	0.20314224	0.19287513
0.20318957	0.20241304	0.19222026
0.20052022	0.20118976	0.19376248
0.19971025	0.20192319	0.19621152
0.2001108	0.20120393	0.19721797
0.19917054	0.20092845	0.19347268
0.19745567	0.19828448	0.19395968
0.19583522	0.19863014	0.19454281
0.19536972	0.19856913	0.19325852
0.19294956	0.19844969	0.1903634
0.18889539	0.19441418	0.19266456
0.1867651	0.19361115	0.19410808
0.18363588	0.19525498	0.19252753
0.1869235	0.19832997	0.19436683
0.18746284	0.19706826	0.1938772
0.18506822	0.19560964	0.19490184
0.18435699	0.1922559	0.19475532
0.18617259	0.1948639	0.1949524
0.18478437	0.19541138	0.19449478
0.18395513	0.19130035	0.19523524
0.18426546	0.18948008	0.19914997
0.18491554	0.18590347	0.19799848
0.18432018	0.18226494	0.19800934
0.18455663	0.18245661	0.19963223
0.18257661	0.18387552	0.19951764
0.18273485	0.18253857	0.19659738
0.1797245	0.17919526	0.19555101
0.18099083	0.17677553	0.19513789
0.17867392	0.17587592	0.1961054
0.1791876	0.1757003	0.1940684
