0.053357445	0.055352017	0.0540835
0.095830545	0.1021053	0.09996692
0.13193777	0.13600598	0.13556738
0.15672897	0.16197684	0.15680622
0.1776379	0.18750985	0.17793491
0.19781117	0.20063917	0.18753062
0.21853986	0.21264662	0.19533366
0.22646022	0.22924247	0.2160999
0.2322325	0.23959683	0.22261836
0.24112947	0.24245061	0.22935414
0.24174096	0.24774055	0.24019362
0.25176516	0.25187817	0.2421401
0.26441577	0.24074022	0.25002083
0.26430073	0.24818632	0.24610083
0.26296586	0.25484654	0.24498296
0.2626862	0.2611213	0.24125779
0.26102197	0.25634277	0.24703984
0.25803286	0.25158924	0.25420228
0.25269824	0.24672703	0.26311755
0.25419584	0.24518093	0.25677928
0.24958293	0.24207069	0.24927664
0.2524779	0.24056275	0.24390823
0.25038406	0.23847798	0.24611491
0.2468973	0.24552491	0.23841041
0.2441388	0.2464529	0.23874152
0.24276485	0.2450367	0.23458922
0.24316664	0.24428949	0.2328483
0.24407047	0.24222486	0.23362689
0.2425953	0.23805185	0.2344111
0.24017422	0.23903729	0.22999573
0.23891258	0.23987831	0.23019053
0.23833129	0.23275207	0.22914794
0.24101013	0.23447376	0.22847173
0.24102275	0.23437966	0.23054285
0.2336816	0.23568954	0.22970128
0.23364094	0.22911076	0.23220213
0.23453517	0.21768287	0.23689453
0.2265523	0.2123019	0.23615214
0.22117773	0.21871491	0.23090006
0.22664261	0.21642558	0.22408451
0.22542565	0.21493556	0.21782048
0.22491163	0.21835746	0.21434532
0.22167958	0.21689083	0.21676396
0.22135718	0.20983012	0.21351564
0.22076707	0.20324278	0.21363407
0.21651538	0.20370978	0.21899419
0.21586587	0.20546225	0.21817316
0.2137892	0.2125121	0.21233521
0.21513976	0.20523676	0.21126014
0.20927213	0.2041778	0.21733232
0.21204075	0.20183784	0.20961866
0.2159387	0.19867003	0.20742142
0.21236113	0.19024888	0.20720623
0.21377611	0.19057918	0.204184
0.20941798	0.18897296	0.2021432
0.2082472	0.18681945	0.20055412
0.20604368	0.18798676	0.19795695
0.20614272	0.18619563	0.20000485
0.20532724	0.18437822	0.19982658
0.20286714	0.18193336	0.19978675
0.20402098	0.18027982	0.2020452
0.20215075	0.1784342	0.20233344
0.20354085	0.17476027	0.2034303
0.19977856	0.17780213	0.20242979
0.19963019	0.17845808	0.19873597
0.1944827	0.17922361	0.20053838
0.19039023	0.18039697	0.19480339
0.18883401	0.17708619	0.19682404
0.1922499	0.17882347	0.19208112
0.19606748	0.18026155	0.18919274
0.19369355	0.18913929	0.18703826
